2026-09-01 16:33:38 | INFO     | rapport_synthese       | === Démarrage de la génération des rapports de synthèse ===
2026-09-01 17:21:18 | INFO     | data_service           | Chargement des données pour la source « [ORB] Depobio » (1 import(s))
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL : SELECT SUM(nb_data) AS nb_data FROM grafana.mv_source_dataset WHERE id_source_news IN :ids;
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 1 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL : SELECT COUNT(DISTINCT mv.cd_ref) AS nb_tax FROM grafana.mv_source_detail mv WHERE id_source_news IN :ids;
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 1 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL : SELECT COUNT(DISTINCT mv.cd_ref) AS nb_sp FROM grafana.mv_source_detail mv WHERE id_rang = 'ES' AND id_source_news IN :ids;
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 1 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL : SELECT COUNT(DISTINCT id_dataset) AS nb_jdd FROM grafana.mv_source_dataset WHERE id_source_news IN :ids;
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 1 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL : SELECT COUNT(DISTINCT id_acquisition_framework) AS nb_ca FROM grafana.mv_source_dataset WHERE id_source_news IN :ids;
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 1 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          SELECT DISTINCT msaf.acquisition_framework_name AS "Cadre d'acquisition",                msd.dataset_name AS "Jeu de données",               
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 750 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          SELECT DISTINCT unique_acquisition_framework_id AS "UUID",                acquisition_framework_name AS "Cadre d'acquisition",               
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 323 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          WITH data_tot AS (             SELECT SUM(nb_data) AS tot FROM grafana.mv_source_niveau_taxonomique         ),         repartition_tot AS (  
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 21 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          SELECT annee AS an, SUM(nb_data) AS "Donnees"         FROM grafana.mv_source_info_temporelle         WHERE id_source_news IN :ids         GRO
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 61 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          SELECT CONCAT(annee, '-', LPAD(mois::text, 2, '0')) AS date2,                concat(annee, '-', mois) AS date,                mois, annee AS 
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 502 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          SELECT SUM(nb_data) AS "Donnees"         FROM grafana.mv_source_info_temporelle         WHERE id_source_news IN :ids         AND annee < 1600
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 6 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          SELECT group2_inpn AS groupe_taxo, COUNT(DISTINCT cd_ref) AS nb_esp         FROM grafana.mv_source_detail         WHERE id_source_news IN :id
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 19 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          SELECT group2_inpn AS groupe_taxo, SUM(nb_data) AS nb_data         FROM grafana.mv_source_detail         WHERE id_source_news IN :ids AND id_
2026-09-01 17:21:18 | DEBUG    | db                     | Requête terminée : 19 ligne(s) retournée(s)
2026-09-01 17:21:18 | DEBUG    | db                     | Exécution requête SQL :          SELECT tn.label_default AS label_valid_status,                COUNT(s.id_synthese) AS nb_data         FROM gn_synthese.synthese s         LEF
2026-09-01 17:21:24 | DEBUG    | db                     | Requête terminée : 4 ligne(s) retournée(s)
2026-09-01 17:21:24 | DEBUG    | db                     | Exécution requête SQL :          SELECT s.unique_id_sinp AS uuid,                t.cd_ref,                br.nom_rang AS rang,                t.nom_vern,                t.lb_
2026-09-01 17:21:24 | DEBUG    | db                     | Requête terminée : 0 ligne(s) retournée(s)
2026-09-01 17:21:24 | DEBUG    | db                     | Exécution requête SQL :          WITH recent_data AS (             SELECT s.id_synthese, s.id_dataset, s.id_source, s.cd_nom, s.observers,                    s.id_nomenclatur
2026-09-01 17:21:31 | DEBUG    | db                     | Requête terminée : 18443 ligne(s) retournée(s)
2026-09-01 17:21:31 | DEBUG    | db                     | Exécution requête SQL :          WITH recent_data AS (             SELECT id_synthese, id_dataset, concat(s.id_source, '_', s.id_import) AS id_source_news,                   
